Stop_ID,Department,Assignment,Lat,Lon,Discretion,Race,DateTime
6162,Cherry PD,Crime Reduction,42.61,-83.7427,High,Black,5/28/2023 23:14
6566,Cherry PD,Crime Reduction,42.5795,-83.8639,Low,White,9/3/2023 18:27
8100,Cherry PD,General,42.519,-83.7571,High,Unknown,9/1/2023 20:06
7380,Cherry PD,General,42.5223,-83.7211,High,White,4/11/2023 17:47
8352,Cherry PD,General,42.5761,-83.8538,High,Black,10/21/2023 19:34
7430,Cherry PD,General,42.6249,-83.9817,High,White,4/19/2023 23:47
7604,Cherry PD,General,42.5791,-83.863,Low,Black,5/18/2023 18:11
8491,Cherry PD,General,42.5373,-83.7708,High,White,12/1/2023 4:15
8874,Cherry PD,Training,42.6515,-84.1202,High,Black,6/4/2023 2:16
6946,Cherry PD,General,42.5601,-83.8277,Low,White,1/30/2023 6:16
6211,Cherry PD,Crime Reduction,42.6057,-83.9591,Low,Black,6/4/2023 6:49
7144,Cherry PD,General,42.58,-83.8546,High,Unknown,3/7/2023 5:18
7480,Cherry PD,General,42.5339,-83.7585,High,White,4/22/2023 0:04
8088,Cherry PD,General,42.5788,-83.8698,High,White,9/2/2023 14:58
8064,Cherry PD,General,42.3237,-83.7033,Low,White,8/26/2023 23:38
6193,Cherry PD,Crime Reduction,42.5347,-83.7675,High,White,6/3/2023 17:47
7662,Cherry PD,General,42.5563,-83.8202,High,White,5/29/2023 3:19
8973,Cherry PD,Training,42.3456,-84.0403,High,White,8/7/2023 16:24
8721,Cherry PD,Special Focus,42.5402,-83.7479,High,White,7/19/2023 5:59
8335,Cherry PD,General,42.5509,-83.8059,High,White,10/13/2023 20:30
6174,Cherry PD,Crime Reduction,42.5473,-83.7496,High,Unknown,5/27/2023 20:11
7435,Cherry PD,General,42.5789,-83.8721,High,White,4/20/2023 0:18
6989,Cherry PD,General,42.6832,-83.7604,High,Black,2/14/2023 14:16
6358,Cherry PD,Crime Reduction,42.6056,-83.9611,Low,White,7/27/2023 12:18
7458,Cherry PD,General,42.6195,-83.9968,High,White,4/22/2023 19:32
7775,Cherry PD,General,42.5838,-83.9055,Low,Black,6/16/2023 19:32
6639,Cherry PD,Crime Reduction,42.5274,-83.8598,High,White,12/7/2023 20:27
8109,Cherry PD,General,42.5165,-83.7588,High,White,9/2/2023 6:07
6018,Cherry PD,Crime Reduction,42.5637,-83.8346,High,White,2/25/2023 12:41
8170,Cherry PD,General,42.5841,-83.9161,Low,White,9/5/2023 0:44
8960,Cherry PD,Training,42.3004,-83.8778,High,White,7/27/2023 23:47
6220,Cherry PD,Crime Reduction,42.5506,-83.8008,Low,White,6/28/2023 21:00
6127,Cherry PD,Crime Reduction,42.5516,-83.8084,High,White,5/20/2023 7:21
7744,Cherry PD,General,42.5735,-83.8506,High,White,6/8/2023 11:22
8865,Cherry PD,Training,42.5337,-83.7654,High,White,5/2/2023 15:00
6850,Cherry PD,General,42.6072,-83.9649,Low,Black,1/8/2023 9:25
8789,Cherry PD,Special Focus,42.3137,-83.7412,High,Black,11/12/2023 14:49
7932,Cherry PD,General,42.6355,-84.0241,Low,White,7/16/2023 6:16
6687,Cherry PD,Crime Reduction,42.542,-83.7762,Low,White,12/19/2023 12:34
8145,Cherry PD,General,42.6307,-83.8089,High,Unknown,9/2/2023 17:58
7672,Cherry PD,General,42.5731,-83.8486,High,Black,5/29/2023 9:21
7644,Cherry PD,General,42.5784,-83.8838,Low,White,5/27/2023 18:12
8425,Cherry PD,General,42.5622,-83.8304,Low,White,11/17/2023 15:07
8820,Cherry PD,Special Focus,42.3438,-83.7449,High,Black,12/2/2023 0:46
7565,Cherry PD,General,42.5909,-83.9341,High,White,5/12/2023 23:24
7183,Cherry PD,General,42.3031,-84.0081,Low,White,3/16/2023 20:30
6043,Cherry PD,Crime Reduction,42.5219,-83.726,High,Unknown,3/19/2023 18:41
6482,Cherry PD,Crime Reduction,42.6058,-83.9584,Low,Black,8/27/2023 19:04
6168,Cherry PD,Crime Reduction,42.533,-83.7522,High,White,5/28/2023 18:32
6592,Cherry PD,Crime Reduction,42.6049,-83.9561,Low,White,9/7/2023 15:21
8151,Cherry PD,General,42.5663,-83.8034,Low,White,9/5/2023 7:31
7880,Cherry PD,General,42.5879,-83.8742,High,White,7/8/2023 11:44
7239,Cherry PD,General,42.5343,-83.7556,High,White,3/23/2023 20:43
6359,Cherry PD,Crime Reduction,42.6066,-83.9642,Low,White,7/25/2023 12:29
6308,Cherry PD,Crime Reduction,42.7604,-83.7578,High,White,7/4/2023 12:50
7589,Cherry PD,General,42.5783,-83.8792,Low,White,5/17/2023 23:05
6477,Cherry PD,Crime Reduction,42.5726,-83.848,High,White,8/27/2023 17:18
8562,Cherry PD,General,42.6085,-83.7966,Low,White,12/18/2023 0:33
6451,Cherry PD,Crime Reduction,42.5581,-83.8226,Low,Black,8/20/2023 9:57
6353,Cherry PD,Crime Reduction,42.2999,-83.8771,High,White,7/26/2023 11:54
8014,Cherry PD,General,42.6254,-83.7211,High,White,8/12/2023 6:44
8685,Cherry PD,Special Focus,42.6332,-83.7384,High,Black,5/9/2023 15:08
8481,Cherry PD,General,42.5427,-83.7775,Low,Black,11/30/2023 20:21
8228,Cherry PD,General,42.5614,-83.7961,Low,Unknown,9/11/2023 22:40
6324,Cherry PD,Crime Reduction,42.4662,-83.7557,High,White,7/14/2023 0:34
8037,Cherry PD,General,42.5793,-83.8662,Low,White,8/15/2023 15:41
7557,Cherry PD,General,42.6308,-83.8281,High,Black,5/7/2023 7:03
6554,Cherry PD,Crime Reduction,42.5793,-83.8628,Low,White,9/3/2023 17:13
6702,Cherry PD,Crime Reduction,42.5508,-83.7961,Low,White,12/18/2023 16:24
8007,Cherry PD,General,42.3232,-83.7037,High,White,8/11/2023 22:34
8526,Cherry PD,General,42.6292,-83.7528,High,White,12/9/2023 6:56
6349,Cherry PD,Crime Reduction,42.6078,-83.9685,High,White,7/26/2023 11:37
8444,Cherry PD,General,42.5898,-83.8827,High,White,11/26/2023 22:31
6848,Cherry PD,General,42.5208,-83.7597,Low,White,1/7/2023 19:08
7353,Cherry PD,General,42.5817,-83.8968,Low,White,4/5/2023 22:48
7724,Cherry PD,General,42.5853,-83.9271,High,White,6/4/2023 10:23
7218,Cherry PD,General,42.6315,-83.7889,High,White,3/16/2023 18:18
7256,Cherry PD,General,42.5378,-83.7518,High,White,3/27/2023 22:41
7840,Cherry PD,General,42.6253,-84.0036,High,White,7/3/2023 11:46
6812,Cherry PD,Crime Reduction,42.553,-83.8136,High,White,12/21/2023 21:49
7156,Cherry PD,General,42.5358,-83.7537,High,White,3/14/2023 22:06
7690,Cherry PD,General,42.5669,-83.8393,High,White,5/28/2023 10:48
8995,Cherry PD,Training,42.5968,-83.9431,Low,White,11/28/2023 8:29
8167,Cherry PD,General,42.5754,-83.8737,High,White,9/4/2023 12:36
6531,Cherry PD,Crime Reduction,42.5795,-83.8622,Low,White,9/1/2023 15:37
7294,Cherry PD,General,42.522,-83.7652,High,White,3/27/2023 21:36
6436,Cherry PD,Crime Reduction,42.5639,-83.8337,High,Black,8/20/2023 14:19
6214,Cherry PD,Crime Reduction,42.6074,-83.9671,Low,White,6/2/2023 9:27
7570,Cherry PD,General,42.5513,-83.8023,High,White,5/11/2023 6:17
8001,Cherry PD,General,42.5358,-83.7545,High,White,8/10/2023 6:58
7646,Cherry PD,General,42.5783,-83.8801,Low,Unknown,5/28/2023 18:35
6858,Cherry PD,General,42.6039,-83.9538,Low,White,1/9/2023 8:26
8211,Cherry PD,General,42.5754,-83.8505,High,Black,9/10/2023 9:09
8950,Cherry PD,Training,42.3804,-84.0757,High,Unknown,7/23/2023 8:15
8300,Cherry PD,General,42.3606,-83.749,Low,Black,10/6/2023 6:35
7629,Cherry PD,General,42.5764,-83.8546,Low,White,5/26/2023 17:00
7476,Cherry PD,General,42.6187,-83.8741,High,White,4/23/2023 22:10
6270,Cherry PD,Crime Reduction,42.543,-83.7801,High,White,6/30/2023 13:22
7027,Cherry PD,General,42.5219,-83.7256,Low,White,2/19/2023 19:21
6149,Cherry PD,Crime Reduction,42.6042,-83.9567,Low,White,5/21/2023 18:24
6800,Cherry PD,Crime Reduction,42.5293,-83.7646,High,White,12/22/2023 18:06
7598,Cherry PD,General,42.4531,-83.7519,High,White,5/20/2023 1:22
8427,Cherry PD,General,42.5489,-83.79,Low,White,11/18/2023 20:21
8577,Cherry PD,General,42.5804,-83.8708,Low,Unknown,12/22/2023 14:14
7460,Cherry PD,General,42.5788,-83.868,Low,Black,4/20/2023 19:55
6439,Cherry PD,Crime Reduction,42.5789,-83.8664,High,White,8/19/2023 15:39
7522,Cherry PD,General,42.5654,-83.8374,Low,Black,5/2/2023 23:18
6483,Cherry PD,Crime Reduction,42.5223,-83.7184,High,White,8/24/2023 19:20
8702,Cherry PD,Special Focus,42.5801,-83.7528,Low,White,6/16/2023 14:45
7364,Cherry PD,General,42.5512,-83.7908,High,White,4/8/2023 21:50
6056,Cherry PD,Crime Reduction,42.5548,-83.7536,High,White,3/16/2023 21:10
6434,Cherry PD,Crime Reduction,42.5787,-83.871,High,Black,8/21/2023 0:31
7670,Cherry PD,General,42.5911,-83.7397,High,White,5/29/2023 17:17
6881,Cherry PD,General,42.3206,-83.731,High,Unknown,1/13/2023 5:56
6047,Cherry PD,Crime Reduction,42.5325,-83.7659,High,White,3/16/2023 19:17
8838,Cherry PD,Training,42.5225,-83.7499,High,Black,3/9/2023 9:34
7164,Cherry PD,General,42.2999,-83.772,Low,Black,3/11/2023 0:06
6301,Cherry PD,Crime Reduction,42.5516,-83.8018,High,White,7/1/2023 20:50
6110,Cherry PD,Crime Reduction,42.5225,-83.7393,Low,White,4/6/2023 10:11
7297,Cherry PD,General,42.6141,-83.7453,High,White,3/29/2023 0:55
8192,Cherry PD,General,42.6113,-83.9846,Low,Black,9/7/2023 16:48
6456,Cherry PD,Crime Reduction,42.5782,-83.8843,High,White,8/21/2023 18:25
8428,Cherry PD,General,42.5118,-83.7342,High,White,11/19/2023 12:20
8911,Cherry PD,Training,42.5879,-83.9343,Low,Black,7/1/2023 22:32
6374,Cherry PD,Crime Reduction,42.3232,-83.7164,High,White,7/29/2023 22:30
8185,Cherry PD,General,42.6064,-83.9628,Low,White,9/4/2023 15:26
7305,Cherry PD,General,42.6292,-83.7971,High,White,4/3/2023 22:00
8453,Cherry PD,General,42.6,-83.9472,High,White,11/24/2023 9:10
7245,Cherry PD,General,42.5969,-83.9012,High,White,3/21/2023 19:11
7324,Cherry PD,General,42.4369,-83.758,Low,White,4/1/2023 15:56
8781,Cherry PD,Special Focus,42.4991,-83.7578,High,White,11/7/2023 9:58
6964,Cherry PD,General,42.5739,-83.7521,Low,White,2/5/2023 6:44
8836,Cherry PD,Training,42.5516,-83.8,High,White,2/4/2023 13:39
7434,Cherry PD,General,42.5521,-83.7903,High,White,4/17/2023 21:39
8650,Cherry PD,Special Focus,42.6298,-83.7514,High,White,3/31/2023 6:29
6393,Cherry PD,Crime Reduction,42.5225,-83.7462,High,Black,7/28/2023 3:18
6163,Cherry PD,Crime Reduction,42.5399,-83.7736,High,Black,5/27/2023 23:18
6864,Cherry PD,General,42.5977,-83.9443,High,White,1/11/2023 15:00
8186,Cherry PD,General,42.609,-83.974,Low,Unknown,9/5/2023 16:00
6217,Cherry PD,Crime Reduction,42.5509,-83.7992,Low,Hispanic,7/2/2023 23:08
8210,Cherry PD,General,42.7036,-83.7622,Low,White,9/11/2023 16:32
8589,Cherry PD,General,42.6342,-83.7467,High,White,12/28/2023 8:22
7781,Cherry PD,General,42.5312,-83.7654,High,White,6/21/2023 21:34
7759,Cherry PD,General,42.6535,-83.7565,High,Black,6/13/2023 8:19
8367,Cherry PD,General,42.3213,-84.0202,High,Unknown,10/29/2023 20:43
8141,Cherry PD,General,42.5635,-83.7993,High,White,9/1/2023 15:54
6123,Cherry PD,Crime Reduction,42.4445,-83.7549,High,Black,5/18/2023 16:47
8418,Cherry PD,General,42.4673,-83.7543,High,White,11/15/2023 17:41
8663,Cherry PD,Special Focus,42.3236,-84.0216,High,Black,4/10/2023 8:07
6026,Cherry PD,Crime Reduction,42.3006,-83.8769,Low,White,2/26/2023 13:10
6632,Cherry PD,Crime Reduction,42.6108,-83.9832,Low,Black,11/25/2023 20:04
7343,Cherry PD,General,42.6226,-83.994,High,White,4/5/2023 6:07
8043,Cherry PD,General,42.5484,-83.7894,High,Black,8/17/2023 1:20
6993,Cherry PD,General,42.5647,-83.8355,High,Unknown,2/11/2023 23:23
7200,Cherry PD,General,42.5572,-83.8227,High,Unknown,3/18/2023 17:18
8499,Cherry PD,General,42.7013,-83.8407,High,White,12/2/2023 2:51
7090,Cherry PD,General,42.3234,-83.7172,High,White,3/1/2023 16:47
8326,Cherry PD,General,42.5982,-83.9432,Low,White,10/13/2023 19:35
6225,Cherry PD,Crime Reduction,42.5745,-83.8514,High,White,7/1/2023 22:51
6778,Cherry PD,Crime Reduction,42.5502,-83.7917,Low,White,12/19/2023 15:09
8451,Cherry PD,General,42.5794,-83.8643,Low,Unknown,11/23/2023 17:16
7998,Cherry PD,General,42.6185,-83.9916,High,White,8/8/2023 14:46
6342,Cherry PD,Crime Reduction,42.5223,-83.7202,Low,White,7/25/2023 10:31
8072,Cherry PD,General,42.5621,-83.8309,Low,White,8/27/2023 10:57
8262,Cherry PD,General,42.5705,-83.8174,High,Hispanic,9/25/2023 7:09
7936,Cherry PD,General,42.3241,-83.7116,High,White,7/18/2023 14:01
6159,Cherry PD,Crime Reduction,42.6356,-83.7501,High,Black,5/25/2023 22:17
6232,Cherry PD,Crime Reduction,42.6324,-84.0197,High,White,7/2/2023 11:51
8510,Cherry PD,General,42.3807,-83.7575,Low,White,12/6/2023 15:30
7889,Cherry PD,General,42.5803,-83.8935,High,Black,7/9/2023 23:10
6449,Cherry PD,Crime Reduction,42.5653,-83.8372,Low,White,8/19/2023 21:19
7637,Cherry PD,General,42.4,-83.7637,High,White,5/24/2023 7:22
8165,Cherry PD,General,42.5781,-83.8765,Low,Black,9/3/2023 0:24
6925,Cherry PD,General,42.5329,-83.7642,Low,Unknown,1/25/2023 21:10
6962,Cherry PD,General,42.551,-83.7983,High,White,2/8/2023 21:40
8437,Cherry PD,General,42.5744,-83.7409,High,White,11/23/2023 11:43
8261,Cherry PD,General,42.6219,-83.9171,Low,White,9/22/2023 3:35
6435,Cherry PD,Crime Reduction,42.5587,-83.8251,High,White,8/21/2023 13:09
6365,Cherry PD,Crime Reduction,42.5227,-83.7077,High,White,7/28/2023 13:43
6675,Cherry PD,Crime Reduction,42.5752,-83.8519,High,Black,12/17/2023 11:54
6584,Cherry PD,Crime Reduction,42.3211,-83.727,Low,Black,9/4/2023 18:50
7817,Cherry PD,General,42.5583,-83.8235,Low,White,7/2/2023 14:54
6784,Cherry PD,Crime Reduction,42.5345,-83.7692,High,Black,12/20/2023 16:37
7979,Cherry PD,General,42.54,-83.7478,Low,White,7/27/2023 18:30
6508,Cherry PD,Crime Reduction,42.5783,-83.8746,High,White,9/2/2023 10:12
8977,Cherry PD,Training,42.5854,-83.9192,High,White,8/14/2023 7:26
6558,Cherry PD,Crime Reduction,42.5788,-83.8674,High,White,8/30/2023 17:28
8359,Cherry PD,General,42.6537,-83.7572,High,Unknown,10/26/2023 14:50
6042,Cherry PD,Crime Reduction,42.5378,-83.7341,High,Unknown,3/17/2023 18:14
8114,Cherry PD,General,42.5662,-83.803,High,White,8/31/2023 7:23
7674,Cherry PD,General,42.5708,-83.7413,Low,White,5/31/2023 14:31
6396,Cherry PD,Crime Reduction,42.7774,-83.7458,High,White,7/30/2023 3:40
8693,Cherry PD,Special Focus,42.6506,-84.1206,High,White,5/25/2023 7:07
8989,Cherry PD,Training,42.5891,-83.932,High,Black,11/13/2023 8:43
6466,Cherry PD,Crime Reduction,42.5785,-83.8761,Low,White,8/22/2023 18:50
7383,Cherry PD,General,42.5489,-83.7516,High,White,4/13/2023 21:29
7929,Cherry PD,General,42.3159,-84.0202,Low,White,7/16/2023 7:05
8514,Cherry PD,General,42.3556,-83.7481,Low,White,12/8/2023 18:00
8377,Cherry PD,General,42.6487,-83.7559,Low,Unknown,10/29/2023 14:22
8314,Cherry PD,General,42.5735,-83.8498,High,White,10/11/2023 1:24
7029,Cherry PD,General,42.5503,-83.7896,Low,Unknown,2/20/2023 20:48
6701,Cherry PD,Crime Reduction,42.574,-83.8483,High,White,12/15/2023 15:57
6605,Cherry PD,Crime Reduction,42.5337,-83.7555,High,White,9/23/2023 16:28
6951,Cherry PD,General,42.5289,-83.7708,High,White,2/3/2023 13:22
7592,Cherry PD,General,42.3889,-83.7628,High,White,5/18/2023 15:06
7105,Cherry PD,General,42.5835,-83.9092,Low,White,3/2/2023 12:13
8992,Cherry PD,Training,42.5708,-83.7918,High,White,11/27/2023 11:31
6046,Cherry PD,Crime Reduction,42.5221,-83.7183,High,Black,3/17/2023 19:03
7338,Cherry PD,General,42.5999,-83.911,High,Black,4/6/2023 22:08
6836,Cherry PD,General,42.5793,-83.8737,Low,White,1/6/2023 16:24
6021,Cherry PD,Crime Reduction,42.5661,-83.839,Low,Black,2/21/2023 13:21
8682,Cherry PD,Special Focus,42.3954,-83.7662,High,White,5/2/2023 10:34
6532,Cherry PD,Crime Reduction,42.579,-83.87,Low,White,9/1/2023 15:40
8695,Cherry PD,Special Focus,42.563,-83.8327,Low,White,6/6/2023 15:51
6236,Cherry PD,Crime Reduction,42.546,-83.786,Low,Black,7/1/2023 1:23
8133,Cherry PD,General,42.5682,-83.8125,High,White,9/3/2023 13:12
8173,Cherry PD,General,42.5728,-83.8481,Low,White,9/4/2023 13:23
8463,Cherry PD,General,42.5443,-83.7496,High,Black,11/25/2023 19:10
7806,Cherry PD,General,42.3239,-83.7029,High,White,6/29/2023 6:28
7952,Cherry PD,General,42.3562,-83.7477,High,White,7/24/2023 1:26
6391,Cherry PD,Crime Reduction,42.5706,-83.8438,High,White,8/1/2023 1:30
8719,Cherry PD,Special Focus,42.4182,-83.7663,High,Black,7/19/2023 10:20
6071,Cherry PD,Crime Reduction,42.5676,-83.8414,Low,White,3/21/2023 12:53
8193,Cherry PD,General,42.6063,-83.9607,Low,Black,9/5/2023 16:56
6869,Cherry PD,General,42.33099166,-83.74288035,High,White,1/10/2023 7:45
8698,Cherry PD,Special Focus,42.6239,-83.8779,Low,White,6/7/2023 15:18
6542,Cherry PD,Crime Reduction,42.5789,-83.8614,High,Unknown,8/31/2023 16:32
7882,Cherry PD,General,42.3864,-83.7611,High,White,7/8/2023 14:14
7352,Cherry PD,General,42.5233,-83.7592,High,White,4/6/2023 22:29
7386,Cherry PD,General,42.5791,-83.8502,High,White,4/13/2023 1:18
7181,Cherry PD,General,42.5657,-83.8047,High,White,3/13/2023 17:46
8443,Cherry PD,General,42.6007,-83.874,High,White,11/25/2023 22:13
8413,Cherry PD,General,42.6052,-83.9292,High,White,11/14/2023 10:55
6310,Cherry PD,Crime Reduction,42.7206,-83.7624,High,White,7/5/2023 6:29
8345,Cherry PD,General,42.6461,-84.0799,Low,White,10/20/2023 10:40
8711,Cherry PD,Special Focus,42.3328,-83.7433,Low,White,7/2/2023 7:30
6013,Cherry PD,Crime Reduction,42.5793,-83.8678,High,Unknown,2/25/2023 11:42
6746,Cherry PD,Crime Reduction,42.5295,-83.7649,Low,White,12/21/2023 14:25
6530,Cherry PD,Crime Reduction,42.5793,-83.8668,High,Black,8/30/2023 15:34
7078,Cherry PD,General,42.6272,-83.7483,High,Unknown,2/25/2023 20:14
8832,Cherry PD,Special Focus,42.5384,-83.7711,Low,White,12/27/2023 3:20
7500,Cherry PD,General,42.5836,-83.9045,High,White,4/30/2023 12:39
6966,Cherry PD,General,42.575,-83.8528,Low,White,2/7/2023 15:49
7548,Cherry PD,General,42.6841,-83.7603,High,White,5/8/2023 23:41
8233,Cherry PD,General,42.6184,-83.9899,High,White,9/16/2023 0:02
8716,Cherry PD,Special Focus,42.652,-84.1667,High,Black,7/14/2023 6:45
8042,Cherry PD,General,42.5684,-83.8126,High,White,8/15/2023 21:30
6241,Cherry PD,Crime Reduction,42.5359,-83.8137,High,White,6/29/2023 17:05
7803,Cherry PD,General,42.5513,-83.7969,High,White,6/29/2023 23:31
8187,Cherry PD,General,42.6112,-83.9865,Low,Black,9/6/2023 16:13
7568,Cherry PD,General,42.5788,-83.8672,High,White,5/10/2023 20:38
7850,Cherry PD,General,42.6133,-83.9892,Low,Black,7/3/2023 18:25
6679,Cherry PD,Crime Reduction,42.5468,-83.7867,Low,White,12/15/2023 16:15
8299,Cherry PD,General,42.3619,-83.7491,Low,Black,10/2/2023 1:18
8058,Cherry PD,General,42.719,-83.7622,High,Black,8/20/2023 23:59
8629,Cherry PD,Other,42.5274,-83.8624,High,White,10/13/2023 6:36
6179,Cherry PD,Crime Reduction,42.3316,-83.7432,Low,White,5/29/2023 14:29
6395,Cherry PD,Crime Reduction,42.7131,-83.762,Low,Unknown,8/1/2023 3:26
8688,Cherry PD,Special Focus,42.5407,-83.7475,High,White,5/20/2023 11:07
7231,Cherry PD,General,42.3235,-83.7177,High,White,3/20/2023 16:41
8225,Cherry PD,General,42.5706,-83.8203,High,Unknown,9/13/2023 15:39
8547,Cherry PD,General,42.5735,-83.848,Low,White,12/15/2023 9:28
8111,Cherry PD,General,42.5887,-83.8786,High,White,9/3/2023 6:34
8214,Cherry PD,General,42.5884,-83.8742,High,White,9/11/2023 10:46
7228,Cherry PD,General,42.7654,-83.755,High,White,3/21/2023 13:58
7119,Cherry PD,General,42.5796,-83.8708,Low,White,3/5/2023 1:24
8856,Cherry PD,Training,42.6375,-83.7511,High,White,4/25/2023 19:51
6212,Cherry PD,Crime Reduction,42.6072,-83.9677,Low,White,6/3/2023 8:45
6273,Cherry PD,Crime Reduction,42.5499,-83.7884,High,White,6/30/2023 16:18
8961,Cherry PD,Training,42.3925,-83.9383,High,White,7/31/2023 20:45
8966,Cherry PD,Training,42.5788,-83.8716,High,White,8/3/2023 17:28
8897,Cherry PD,Training,42.5376,-83.7539,Low,White,6/28/2023 0:32
7716,Cherry PD,General,42.5776,-83.7404,High,White,6/4/2023 23:07
6492,Cherry PD,Crime Reduction,42.5787,-83.8685,High,White,8/30/2023 15:54
8321,Cherry PD,General,42.5629,-83.8315,Low,Black,10/13/2023 7:10
6680,Cherry PD,Crime Reduction,42.546,-83.7875,Low,White,12/17/2023 16:43
8108,Cherry PD,General,42.6057,-83.9601,Low,White,9/1/2023 17:51
8593,Cherry PD,General,42.5642,-83.8348,High,White,12/26/2023 17:44
8860,Cherry PD,Training,42.3202,-83.7347,High,White,4/30/2023 19:09
6586,Cherry PD,Crime Reduction,42.5515,-83.8057,High,White,9/7/2023 13:52
6742,Cherry PD,Crime Reduction,42.5294,-83.7774,High,White,12/18/2023 12:44
6662,Cherry PD,Crime Reduction,42.5514,-83.7971,Low,White,12/15/2023 19:01
6553,Cherry PD,Crime Reduction,42.5793,-83.8609,High,White,8/30/2023 17:03
6930,Cherry PD,General,42.8259,-83.7299,High,Unknown,1/29/2023 0:28
8611,Cherry PD,General,42.7505,-83.8038,High,White,12/29/2023 20:31
8177,Cherry PD,General,42.623,-83.9284,Low,Unknown,9/2/2023 15:43
8844,Cherry PD,Training,42.5658,-83.8369,High,White,3/21/2023 7:41
8596,Cherry PD,General,42.5362,-83.7509,High,White,12/30/2023 15:22
8592,Cherry PD,General,42.6329,-84.0172,High,White,12/25/2023 16:47
8872,Cherry PD,Training,42.5292,-83.7788,High,White,6/3/2023 23:18
6855,Cherry PD,General,42.6121,-83.985,High,White,1/11/2023 14:43
8396,Cherry PD,General,42.6938,-83.7609,High,White,11/4/2023 20:21
8213,Cherry PD,General,42.3222,-83.7246,High,White,9/8/2023 21:58
7015,Cherry PD,General,42.5444,-83.7498,Low,White,2/16/2023 14:43
6394,Cherry PD,Crime Reduction,42.3549,-83.7487,Low,Black,8/1/2023 3:26
6992,Cherry PD,General,42.5516,-83.8005,Low,Unknown,2/14/2023 21:01
8805,Cherry PD,Special Focus,42.5591,-83.7943,High,White,11/25/2023 0:49
6670,Cherry PD,Crime Reduction,42.5443,-83.7807,Low,White,12/16/2023 17:29
8756,Cherry PD,Special Focus,42.6486,-83.7782,High,White,9/7/2023 15:33
6300,Cherry PD,Crime Reduction,42.5551,-83.745,High,Black,7/1/2023 8:41
6184,Cherry PD,Crime Reduction,42.5795,-83.8625,High,Unknown,6/1/2023 23:04
6789,Cherry PD,Crime Reduction,42.5745,-83.8315,High,White,12/21/2023 17:30
8594,Cherry PD,General,42.6356,-83.7435,Low,White,12/28/2023 18:21
7464,Cherry PD,General,42.6067,-83.9631,Low,White,4/23/2023 12:06
8121,Cherry PD,General,42.5879,-83.7387,High,White,9/3/2023 9:22
7153,Cherry PD,General,42.5403,-83.7748,Low,Unknown,3/11/2023 21:31
8098,Cherry PD,General,42.5789,-83.865,High,White,9/3/2023 19:47
7287,Cherry PD,General,42.5687,-83.8425,High,Unknown,3/30/2023 13:20
8095,Cherry PD,General,42.5785,-83.8846,Low,White,8/30/2023 18:19
7390,Cherry PD,General,42.5797,-83.8595,Low,White,4/11/2023 18:07
6426,Cherry PD,Crime Reduction,42.5527,-83.8128,Low,White,8/19/2023 19:36
7114,Cherry PD,General,42.6081,-83.9697,Low,White,3/2/2023 8:09
7927,Cherry PD,General,42.5224,-83.7396,Low,Black,7/19/2023 6:27
7372,Cherry PD,General,42.579875,-83.87465,High,Black,4/8/2023 3:07
8542,Cherry PD,General,42.5528,-83.8115,High,White,12/16/2023 0:58
6831,Cherry PD,General,42.5226,-83.7199,High,White,1/5/2023 12:20
7856,Cherry PD,General,42.6043,-83.9576,High,Black,7/1/2023 19:25
6719,Cherry PD,Crime Reduction,42.5535,-83.8157,High,White,12/20/2023 15:00
8928,Cherry PD,Training,42.6335,-83.7542,High,White,7/7/2023 17:57
6664,Cherry PD,Crime Reduction,42.5633,-83.8344,Low,Black,12/14/2023 19:31
6197,Cherry PD,Crime Reduction,42.5509,-83.8078,Low,White,6/4/2023 18:55
8816,Cherry PD,Special Focus,42.5528,-83.7482,High,Black,12/5/2023 0:58
8812,Cherry PD,Special Focus,42.5667,-84.1126,Low,White,11/30/2023 7:18
7623,Cherry PD,General,42.6484,-84.0722,High,White,5/21/2023 1:29
8294,Cherry PD,General,42.7898,-83.7365,Low,White,9/30/2023 16:38
6551,Cherry PD,Crime Reduction,42.5796,-83.8623,High,White,9/2/2023 17:00
7776,Cherry PD,General,42.5782,-83.8541,High,Black,6/19/2023 16:28
6776,Cherry PD,Crime Reduction,42.5462,-83.7903,Low,White,12/20/2023 13:37
7799,Cherry PD,General,42.6077,-83.969,Low,White,6/28/2023 11:40
7485,Cherry PD,General,42.5931,-83.9338,High,White,4/26/2023 23:29
8783,Cherry PD,Special Focus,42.5442,-83.7907,Low,White,11/5/2023 6:13
7424,Cherry PD,General,42.5888,-83.9324,High,Black,4/17/2023 22:43
7622,Cherry PD,General,42.5218,-83.7403,High,White,5/22/2023 0:32
6923,Cherry PD,General,42.5829,-83.8739,High,Unknown,1/27/2023 20:53
6567,Cherry PD,Crime Reduction,42.5796,-83.8677,High,White,9/3/2023 18:29
7237,Cherry PD,General,42.632,-83.7761,High,Black,3/21/2023 23:01
6865,Cherry PD,General,42.3005,-83.8763,High,White,1/12/2023 17:27
7531,Cherry PD,General,42.5308,-83.7807,High,White,5/1/2023 3:41
7312,Cherry PD,General,42.61,-84.0716,High,White,4/1/2023 17:52
6452,Cherry PD,Crime Reduction,42.5605,-83.8274,High,White,8/21/2023 9:29
7392,Cherry PD,General,42.5225,-83.7201,High,White,4/15/2023 22:14
8889,Cherry PD,Training,42.5403,-83.7475,High,Hispanic,6/18/2023 3:15
